Date / Time,Temperature [C],DissolvedOxygen [mg/l],Turbidity [NTU],pH [Units],OxidationReductionPotential [mV ],SpecificConductivity [µs/cm]
4/20/2013 23:21:00,11.97,9.75,0,8.03,588,774
4/20/2013 23:24:00,11.95,9.82,0,8.04,588,775
4/20/2013 23:27:00,11.93,9.77,0,8.03,588,774
4/20/2013 23:30:00,11.89,9.8,0,8.03,588,775
4/20/2013 23:33:00,11.89,9.79,0,8.04,588,774
4/20/2013 23:36:00,11.87,9.83,0,8.04,588,774
4/20/2013 23:39:00,11.87,9.78,0,8.04,588,774
4/20/2013 23:42:00,11.84,9.83,0,8.04,588,775
4/20/2013 23:45:00,11.83,9.85,0,8.04,588,775
4/20/2013 23:48:00,11.82,9.81,0,8.04,588,774
4/20/2013 23:51:00,11.83,9.79,0,8.04,588,774
4/20/2013 23:54:00,11.8,9.81,0,8.04,588,774
4/20/2013 23:57:00,11.79,9.82,0,8.04,588,775
